,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,Season#,Season,Month,region
4,11/29/2015,1.05,1845443.13,417849.42,939038.5,101739.67,386815.54,344830.99,40738.63,1245.92,conventional,2015,3,Fall,11,Midsouth
4,11/29/2015,1.22,2593780.51,71191.69,1964333.5,3025.26,555230.06,513647.72,41582.34,0,conventional,2015,3,Fall,11,Northeast
4,11/29/2015,1.25,219689.9,2897.91,181977.84,88.58,34725.57,34725.57,0,0,conventional,2015,3,Fall,11,NorthernNewEngland
4,11/29/2015,1.11,1099646.06,460759.58,364748.79,10648.01,263489.68,248449.51,14157.64,882.53,conventional,2015,3,Fall,11,Plains
4,11/29/2015,0.82,3969578.89,2105670.46,1234911.39,27985.18,601011.86,505843.61,95136.58,31.67,conventional,2015,3,Fall,11,SouthCentral
4,11/29/2015,0.97,2615828.04,1797110.09,273706.42,12260.75,532750.78,280568.93,252139.55,42.3,conventional,2015,3,Fall,11,Southeast
4,11/29/2015,0.99,3719603.21,1461861.54,1216811,104219.76,936710.91,688674,247318.15,718.76,conventional,2015,3,Fall,11,West
4,11/29/2015,1.61,59169.17,6464.54,46706.82,0,5997.81,3485.76,2512.05,0,organic,2015,3,Fall,11,GreatLakes
4,11/29/2015,1.5,45599.48,1884.17,24809.12,2351.45,16554.74,6478.55,10076.19,0,organic,2015,3,Fall,11,Midsouth
4,11/29/2015,1.59,48901.36,2430.46,9533.76,710.99,36226.15,24764.03,11462.12,0,organic,2015,3,Fall,11,Northeast
4,11/29/2015,1.63,8205.88,4.77,89.4,0,8111.71,8108.38,3.33,0,organic,2015,3,Fall,11,NorthernNewEngland
4,11/29/2015,1.82,23344.7,3959.16,12315.78,28.42,7041.34,4404.5,2636.84,0,organic,2015,3,Fall,11,Plains
4,11/29/2015,1.47,48739.53,21480.33,3491.54,0,23767.66,21567.32,2200.34,0,organic,2015,3,Fall,11,SouthCentral
4,11/29/2015,1.63,24450.39,7633.55,5929.83,556.13,10330.88,7563.48,2767.4,0,organic,2015,3,Fall,11,Southeast
4,11/29/2015,1.26,174210.66,22168.11,57717.17,102.49,94222.89,1722.92,92499.97,0,organic,2015,3,Fall,11,West
3,12/6/2015,1,2981347.2,401676.14,1680591.43,398320.64,500758.99,325850,124306.44,50602.55,conventional,2015,4,Winter,12,GreatLakes
3,12/6/2015,1,2233138.01,507201.58,1154808.22,133316.89,437811.32,377999.41,57793.89,2018.02,conventional,2015,4,Winter,12,Midsouth
3,12/6/2015,1.14,3218494.55,85444.57,2541186.76,3341.42,588521.8,547611.8,40901.19,8.81,conventional,2015,4,Winter,12,Northeast
3,12/6/2015,1.11,303058.29,3320.11,261503.41,94.18,38140.59,38140.59,0,0,conventional,2015,4,Winter,12,NorthernNewEngland
3,12/6/2015,1.08,1245289.61,579077.46,394656.96,13005.11,258550.08,243961.62,13539.44,1049.02,conventional,2015,4,Winter,12,Plains
3,12/6/2015,0.76,4938526.47,2271088.12,1989750.87,38648.11,639039.37,496732.56,141970,336.81,conventional,2015,4,Winter,12,SouthCentral
3,12/6/2015,1.13,2205550.58,1520190.48,248205.38,15672.86,421481.86,275520.16,145934.58,27.12,conventional,2015,4,Winter,12,Southeast
3,12/6/2015,0.75,6202513.84,2097720.52,2051392.83,107568.34,1945832.15,1360760.83,582846.33,2224.99,conventional,2015,4,Winter,12,West
3,12/6/2015,1.6,71502.74,7269.3,53935.3,3.12,10295.02,5915.04,4379.98,0,organic,2015,4,Winter,12,GreatLakes
3,12/6/2015,1.59,43426.6,1765.38,24285.58,2239.72,15135.92,7305.22,7830.7,0,organic,2015,4,Winter,12,Midsouth
3,12/6/2015,1.53,67245.25,5884.58,13280.16,961.1,47119.41,29475.97,17643.44,0,organic,2015,4,Winter,12,Northeast
3,12/6/2015,1.61,9278.66,11.96,78.95,0,9187.75,9184.42,3.33,0,organic,2015,4,Winter,12,NorthernNewEngland
3,12/6/2015,1.92,21986.87,2915.26,13652.88,368.09,5050.64,3518.24,1532.4,0,organic,2015,4,Winter,12,Plains
3,12/6/2015,1.49,52066.09,22080.38,4496.4,0,25489.31,25094.13,395.18,0,organic,2015,4,Winter,12,SouthCentral
3,12/6/2015,1.66,26746.71,10128.33,5808.76,431.28,10378.34,8091.5,2286.84,0,organic,2015,4,Winter,12,Southeast
3,12/6/2015,1.39,139927.17,22320.01,49596.02,61.25,67949.89,3623.32,64326.57,0,organic,2015,4,Winter,12,West
2,12/13/2015,1.03,2608448.06,463349.67,1342449.84,228576.54,574072.01,409909.7,148004.93,16157.38,conventional,2015,4,Winter,12,GreatLakes
2,12/13/2015,1.03,2193142.82,515063.58,1060753.67,113979.43,503346.14,445274.87,57239.73,831.54,conventional,2015,4,Winter,12,Midsouth
2,12/13/2015,1.09,3696551.52,81055.1,2852333.86,4716.39,758446.17,706707.82,51734.84,3.51,conventional,2015,4,Winter,12,Northeast
2,12/13/2015,0.95,407482.83,2970.12,369076.25,116.84,35319.62,35319.62,0,0,conventional,2015,4,Winter,12,NorthernNewEngland
2,12/13/2015,1.02,1472501.13,695419.91,463238.46,17927.73,295915.03,266174.79,28516.98,1223.26,conventional,2015,4,Winter,12,Plains
2,12/13/2015,0.78,4869309.42,2366879.8,1559601.21,271514.98,671313.43,554563.94,115546.32,1203.17,conventional,2015,4,Winter,12,SouthCentral
2,12/13/2015,0.96,3042588.2,2127600.06,303892.09,12361.35,598734.7,326312.25,272310.91,111.54,conventional,2015,4,Winter,12,Southeast
2,12/13/2015,0.85,4899439.92,1798995.46,1596329.01,134101.62,1370013.83,851506.76,517936.19,570.88,conventional,2015,4,Winter,12,West
2,12/13/2015,1.53,65341.66,7762.24,46066.59,0,11512.83,4150.64,7362.19,0,organic,2015,4,Winter,12,GreatLakes
2,12/13/2015,1.68,46565.74,2651.64,24678,1960.98,17275.12,10126.62,7148.5,0,organic,2015,4,Winter,12,Midsouth
2,12/13/2015,1.8,76466.85,3310.22,12755.23,7637.49,52763.91,37344.72,15419.19,0,organic,2015,4,Winter,12,Northeast
2,12/13/2015,1.62,8029.92,9.61,134.51,0,7885.8,7885.8,0,0,organic,2015,4,Winter,12,NorthernNewEngland
2,12/13/2015,1.82,24664.21,3395.15,13189.18,1592.19,6487.69,4488.01,1999.68,0,organic,2015,4,Winter,12,Plains
2,12/13/2015,1.43,59392.62,22665.44,4692.95,0,32034.23,31725.74,308.49,0,organic,2015,4,Winter,12,SouthCentral
2,12/13/2015,1.74,24743.66,9360.81,5604,383.91,9394.94,8680.07,714.87,0,organic,2015,4,Winter,12,Southeast
2,12/13/2015,1.16,228520.16,29083.18,68810.09,67.91,130558.98,28892.2,101666.78,0,organic,2015,4,Winter,12,West
1,12/20/2015,1.01,2504745.45,383701.76,1337404.03,241580.61,542059.05,358218.65,122999.48,60840.92,conventional,2015,4,Winter,12,GreatLakes
1,12/20/2015,1.05,2044020.93,446433.13,1024405.09,96387.48,476795.23,434534.42,38523.1,3737.71,conventional,2015,4,Winter,12,Midsouth
1,12/20/2015,1.2,3190120.04,72576.52,2330694.41,14909.65,771939.46,709816.2,60823.26,1300,conventional,2015,4,Winter,12,Northeast
1,12/20/2015,1.17,284808.22,2616.13,232459.75,3820.83,45911.51,45911.51,0,0,conventional,2015,4,Winter,12,NorthernNewEngland
1,12/20/2015,1.13,1139861.64,497437.17,341262.17,27253.71,273908.59,255725.09,16936.24,1247.26,conventional,2015,4,Winter,12,Plains
1,12/20/2015,0.81,4565207.85,2166801.03,1226508.86,412828.75,759069.21,555356.92,95639.5,108072.79,conventional,2015,4,Winter,12,SouthCentral
1,12/20/2015,1.12,2206305.07,1449139.49,211595.53,10520.4,535049.65,399343.68,135633.67,72.3,conventional,2015,4,Winter,12,Southeast
1,12/20/2015,0.88,4737649.03,2017331.24,1314711,130849.6,1274757.19,843691.13,417746.45,13319.61,conventional,2015,4,Winter,12,West
1,12/20/2015,1.55,62669.16,7341.18,45409.35,6.23,9912.4,4761.67,5150.73,0,organic,2015,4,Winter,12,GreatLakes
1,12/20/2015,1.71,43696.22,2258.69,27086.7,2382.98,11967.85,9205.1,2762.75,0,organic,2015,4,Winter,12,Midsouth
1,12/20/2015,1.77,73826.41,5825.64,17999.1,2401.24,47600.43,40812.08,6788.35,0,organic,2015,4,Winter,12,Northeast
1,12/20/2015,1.65,9262.66,9.65,149.62,0,9103.39,9103.39,0,0,organic,2015,4,Winter,12,NorthernNewEngland
1,12/20/2015,1.69,29471.57,3393.9,12896.24,3386,9795.43,4937.52,4857.91,0,organic,2015,4,Winter,12,Plains
1,12/20/2015,1.41,52488.05,21127.59,3331.02,0,28029.44,24355.9,3673.54,0,organic,2015,4,Winter,12,SouthCentral
1,12/20/2015,1.8,25412.6,11041.17,5879.54,516.51,7975.38,7873.16,102.22,0,organic,2015,4,Winter,12,Southeast
1,12/20/2015,1.45,144120.63,30114.67,45111.21,38.63,68856.12,12937.47,55918.65,0,organic,2015,4,Winter,12,West
0,12/27/2015,1.01,2580602.96,336673.7,1411808.83,254629.93,577490.5,400003.8,98401.09,79085.61,conventional,2015,4,Winter,12,GreatLakes
0,12/27/2015,1.05,2065131.33,435246.31,1022861.71,103811.97,503211.34,464119.16,35717.26,3374.92,conventional,2015,4,Winter,12,Midsouth
0,12/27/2015,1.2,3156360.2,69920.54,2313155.65,35858.35,737425.66,690116.94,46305.06,1003.66,conventional,2015,4,Winter,12,Northeast
0,12/27/2015,1.21,304598.42,2601.32,250270.9,12123.24,39602.96,39602.96,0,0,conventional,2015,4,Winter,12,NorthernNewEngland
0,12/27/2015,1.1,1306923.23,571602.6,404837.9,25188.57,305294.16,279127.08,24838.63,1328.45,conventional,2015,4,Winter,12,Plains
0,12/27/2015,0.81,4831664.77,2295315.43,1290847.05,392846.12,852656.17,663310,105317.59,84028.58,conventional,2015,4,Winter,12,SouthCentral
0,12/27/2015,0.98,3024956.05,2045752.24,275823.43,13994.48,689385.9,425319.18,264039.61,27.11,conventional,2015,4,Winter,12,Southeast
0,12/27/2015,0.83,5291979.63,2038443.68,1717599.45,125254.82,1410681.68,838267.79,567269.76,5144.13,conventional,2015,4,Winter,12,West
0,12/27/2015,1.49,66775.85,6557.08,43451.67,4.66,16762.44,6579.3,10183.14,0,organic,2015,4,Winter,12,GreatLakes
0,12/27/2015,1.6,51768.23,2070.07,25260.38,2431.47,22006.31,11522.75,10483.56,0,organic,2015,4,Winter,12,Midsouth
0,12/27/2015,1.7,75884.69,2608.86,15574.88,1202.38,56498.57,34774.94,21723.63,0,organic,2015,4,Winter,12,Northeast
0,12/27/2015,1.65,8119.93,10.91,155.21,0,7953.81,7953.81,0,0,organic,2015,4,Winter,12,NorthernNewEngland
0,12/27/2015,1.6,32041.32,3224.07,13453.09,1672.35,13691.81,5921.08,7770.73,0,organic,2015,4,Winter,12,Plains
0,12/27/2015,1.39,56297.88,21950.8,3750.99,0,30596.09,26668.65,3927.44,0,organic,2015,4,Winter,12,SouthCentral
0,12/27/2015,1.7,25732.69,9112.06,5396.93,486.56,10737.14,9824.23,912.91,0,organic,2015,4,Winter,12,Southeast
0,12/27/2015,1.46,142710.36,29880.32,48416.71,38.63,64374.7,17464.54,46910.16,0,organic,2015,4,Winter,12,West
51,1/3/2016,0.92,4065583.41,604697.28,2200074.78,543717.88,717093.47,438279.98,147920.69,130892.8,conventional,2016,4,Winter,1,GreatLakes
51,1/3/2016,1.01,2967929.65,675102.33,1566127.03,150716.62,575983.67,504610.53,64629.99,6743.15,conventional,2016,4,Winter,1,Midsouth
51,1/3/2016,1.07,4524219.73,96146.84,3588931.66,53765.74,785375.49,731458.46,52073.39,1843.64,conventional,2016,4,Winter,1,Northeast
51,1/3/2016,0.96,553828.14,3485.03,492915.32,17575.69,39852.1,39852.1,0,0,conventional,2016,4,Winter,1,NorthernNewEngland
51,1/3/2016,0.94,2171818.57,999388.89,840637.85,19331.34,312460.49,291734.88,19418.04,1307.57,conventional,2016,4,Winter,1,Plains
51,1/3/2016,0.79,5693942.07,2512692.22,2024262.18,361423.55,795564.12,682311.74,109448.15,3804.23,conventional,2016,4,Winter,1,SouthCentral
51,1/3/2016,1.06,3280451.38,2208431.81,339054.7,17650.77,715314.1,482358.65,232943.41,12.04,conventional,2016,4,Winter,1,Southeast
51,1/3/2016,0.73,7707711.9,2204871.45,2638893.24,156194.56,2707752.65,1383713.06,1320163.95,3875.64,conventional,2016,4,Winter,1,West
51,1/3/2016,1.44,83325.98,8479.65,56407.64,3.09,18435.6,5929.53,12506.07,0,organic,2016,4,Winter,1,GreatLakes
51,1/3/2016,1.54,64689.53,3536.36,30191.49,2855.33,28106.35,12080.23,16026.12,0,organic,2016,4,Winter,1,Midsouth
51,1/3/2016,1.54,79900.43,2251.54,13966.15,1510.98,62171.76,27554.77,34616.99,0,organic,2016,4,Winter,1,Northeast
51,1/3/2016,1.63,8936.72,13.4,248.57,0,8674.75,8674.75,0,0,organic,2016,4,Winter,1,NorthernNewEngland
51,1/3/2016,1.5,38955.86,3092.05,15012.16,2689.51,18162.14,7903.68,10258.46,0,organic,2016,4,Winter,1,Plains
51,1/3/2016,1.38,56538.34,18543.16,4853.37,0,33141.81,32138.91,1002.9,0,organic,2016,4,Winter,1,SouthCentral
51,1/3/2016,1.32,86759.88,39315.96,8067.87,579.95,38796.1,19654.52,19141.58,0,organic,2016,4,Winter,1,Southeast
51,1/3/2016,1.41,171841.15,31369.85,51648.96,110.53,88711.81,15175.56,73536.25,0,organic,2016,4,Winter,1,West
50,1/10/2016,1.06,3310201.06,503914.83,1753942.06,352247.15,700097.02,488806.3,185907.38,25383.34,conventional,2016,4,Winter,1,GreatLakes
50,1/10/2016,1.04,2871898.66,603274.41,1439156.96,141334.22,688133.07,601246.48,85472.6,1413.99,conventional,2016,4,Winter,1,Midsouth
50,1/10/2016,1.2,3890225.41,96952.31,2696731.85,34789.19,1061752.06,976499.36,85149.37,103.33,conventional,2016,4,Winter,1,Northeast
50,1/10/2016,1.24,343406.89,2398.06,270035.12,11133.28,59840.43,59836.86,3.57,0,conventional,2016,4,Winter,1,NorthernNewEngland
50,1/10/2016,1.08,1670524.63,750885.43,510181.5,36259.27,373198.43,310260.35,59405.46,3532.62,conventional,2016,4,Winter,1,Plains
50,1/10/2016,0.84,5647635.02,2683172.73,1900834.74,263562.26,800065.29,656702.11,140938.24,2424.94,conventional,2016,4,Winter,1,SouthCentral
50,1/10/2016,0.93,4132191.54,2536173.86,558424.29,17017.65,1020575.74,489927.14,530648.6,0,conventional,2016,4,Winter,1,Southeast
50,1/10/2016,0.77,7438252.93,2530745.31,2193263.08,175472.09,2538772.45,1418302.47,1118953.54,1516.44,conventional,2016,4,Winter,1,West
50,1/10/2016,1.48,112034.52,19744.83,72015.81,0,20273.88,9843.3,10430.58,0,organic,2016,4,Winter,1,GreatLakes
50,1/10/2016,1.46,76440.12,2702.76,34243.57,2813.96,36679.83,12285.03,24394.8,0,organic,2016,4,Winter,1,Midsouth
50,1/10/2016,1.52,99539.08,5988.87,21064.16,1435.67,71050.38,31297.1,39753.28,0,organic,2016,4,Winter,1,Northeast
50,1/10/2016,1.66,10525.16,15.92,246.12,0,10263.12,10259.79,3.33,0,organic,2016,4,Winter,1,NorthernNewEngland
50,1/10/2016,1.63,41956.88,5395.24,14899.65,3836.61,17825.38,11957.58,5867.8,0,organic,2016,4,Winter,1,Plains
50,1/10/2016,1.38,63163.21,20245.33,5601.24,0,37316.64,36780.47,536.17,0,organic,2016,4,Winter,1,SouthCentral
50,1/10/2016,1.64,41864.22,15773.34,7657.9,565.69,17867.29,14426.01,3441.28,0,organic,2016,4,Winter,1,Southeast
50,1/10/2016,1.09,255091.59,26496.6,71724.89,119.85,156750.25,21108.02,135642.23,0,organic,2016,4,Winter,1,West
49,1/17/2016,1.05,3166941.66,364949.96,1695887.65,357831.91,748272.14,554459.07,167786.33,26026.74,conventional,2016,4,Winter,1,GreatLakes
49,1/17/2016,1.05,3001683.91,631861.3,1547484.48,136752.83,685585.3,613646.83,70548.01,1390.46,conventional,2016,4,Winter,1,Midsouth
49,1/17/2016,1.09,4891516.5,102211.78,3491028.64,77510.23,1220765.85,1153104.63,67661.22,0,conventional,2016,4,Winter,1,Northeast
49,1/17/2016,1.08,447078.92,3556.39,328749.75,22335.05,92437.73,92437.73,0,0,conventional,2016,4,Winter,1,NorthernNewEngland
49,1/17/2016,1.12,1495176.98,634914.42,499796.45,25612.84,334853.27,301751.78,28186.72,4914.77,conventional,2016,4,Winter,1,Plains
49,1/17/2016,0.81,5735627.03,2836077.92,1756468.7,373209.85,769870.56,621920.46,136801.89,11148.21,conventional,2016,4,Winter,1,SouthCentral
49,1/17/2016,1.09,2913810.18,1721272.85,425617.01,16861.86,750058.46,507151.29,242855.86,51.31,conventional,2016,4,Winter,1,Southeast
49,1/17/2016,0.81,7221572.36,2091961.92,2079267.92,181519.92,2868822.6,1515056.35,1352291.24,1475.01,conventional,2016,4,Winter,1,West
49,1/17/2016,1.46,91071.06,11712.29,60713.76,12.29,18632.72,8031.93,10600.79,0,organic,2016,4,Winter,1,GreatLakes
49,1/17/2016,1.59,57822.5,2953.94,32174.82,2107.95,20585.79,10016.96,10568.83,0,organic,2016,4,Winter,1,Midsouth
49,1/17/2016,1.67,76290.32,7831.76,17800.16,1500.23,49158.17,33936.45,15221.72,0,organic,2016,4,Winter,1,Northeast
49,1/17/2016,1.55,10459.56,6.15,248.53,0,10204.88,10204.88,0,0,organic,2016,4,Winter,1,NorthernNewEngland
49,1/17/2016,1.47,50053.55,4041.42,17676.25,8951.95,19383.93,10322.62,9061.31,0,organic,2016,4,Winter,1,Plains
49,1/17/2016,1.33,67598.5,29157.6,5671.95,5.56,32763.39,32475.79,287.6,0,organic,2016,4,Winter,1,SouthCentral
49,1/17/2016,1.69,36802.17,15333.29,7545.64,459.04,13464.2,12976.16,488.04,0,organic,2016,4,Winter,1,Southeast
49,1/17/2016,1.27,190161.43,28881.17,58843.29,69.26,102367.71,20133.83,82233.88,0,organic,2016,4,Winter,1,West
48,1/24/2016,0.95,3806974.62,473647.35,2043221.89,553447.22,736658.16,513809.98,150810.3,72037.88,conventional,2016,4,Winter,1,GreatLakes
48,1/24/2016,1.01,3147902.67,472744.05,1787662.94,146094.55,741401.13,630109.47,107122.67,4168.99,conventional,2016,4,Winter,1,Midsouth
48,1/24/2016,1.21,4412280.93,75379.6,2940359.34,66877.99,1329664,1234678.31,94980.47,5.22,conventional,2016,4,Winter,1,Northeast
48,1/24/2016,1.07,453559.54,852.07,319014.01,22047.61,111645.85,111162.6,483.25,0,conventional,2016,4,Winter,1,NorthernNewEngland
48,1/24/2016,1.16,1261352.88,360743.21,518203.05,16918.87,365487.75,315428.95,47910.39,2148.41,conventional,2016,4,Winter,1,Plains
48,1/24/2016,0.94,3898235.29,1193349.63,1530143.69,245808.96,928933.01,705848.56,159609.68,63474.77,conventional,2016,4,Winter,1,SouthCentral
48,1/24/2016,0.9,3895844.89,2092736.34,663827.91,16838.16,1122442.48,570260.95,552166.44,15.09,conventional,2016,4,Winter,1,Southeast
48,1/24/2016,0.78,6118107.22,1121790.63,2113196.92,121729.44,2761390.23,1345680.31,1407886.07,7823.85,conventional,2016,4,Winter,1,West
48,1/24/2016,1.31,102833.87,8871.32,55777.93,15.33,38169.29,9648.15,28521.14,0,organic,2016,4,Winter,1,GreatLakes
48,1/24/2016,1.54,72219,2773.18,31751.72,2076.27,35617.83,18577.2,17040.63,0,organic,2016,4,Winter,1,Midsouth
48,1/24/2016,1.82,89368.59,3749.98,17193.46,1928.6,66496.55,42409.9,24086.65,0,organic,2016,4,Winter,1,Northeast
48,1/24/2016,1.67,11214.42,12.37,210.23,0,10991.82,10991.82,0,0,organic,2016,4,Winter,1,NorthernNewEngland
48,1/24/2016,1.33,56919.22,4015.88,16269.58,8256.41,28377.35,11379.03,16998.32,0,organic,2016,4,Winter,1,Plains
48,1/24/2016,1.35,70767.77,23737.39,5747.06,0,41283.32,39836.86,1446.46,0,organic,2016,4,Winter,1,SouthCentral
48,1/24/2016,1.55,45545.02,13968.03,7078.75,524.35,23973.89,22489.24,1484.65,0,organic,2016,4,Winter,1,Southeast
48,1/24/2016,1.27,184872.75,28542.09,50418.71,133,105778.95,43105.63,62673.32,0,organic,2016,4,Winter,1,West
47,1/31/2016,1.04,3330752.29,496596.01,1762047.32,422063.61,650045.35,443401.36,158608.4,48035.59,conventional,2016,4,Winter,1,GreatLakes
47,1/31/2016,1,2881461.41,555939,1608441.06,133521.63,583559.72,496721.51,84565.77,2272.44,conventional,2016,4,Winter,1,Midsouth
47,1/31/2016,1.06,4650798.49,102906.84,3443651.01,59279.93,1044960.71,981185.6,63773.37,1.74,conventional,2016,4,Winter,1,Northeast
47,1/31/2016,1.07,419786.19,3328.89,292519.75,18558.03,105379.52,104227.82,1151.7,0,conventional,2016,4,Winter,1,NorthernNewEngland
47,1/31/2016,1.05,1851372.18,870097.66,571495.47,18332.66,391446.39,340740.98,49335.69,1369.72,conventional,2016,4,Winter,1,Plains
47,1/31/2016,0.79,5850128.4,3003442.75,1462783.11,521213.33,862689.21,623663.62,133279.26,105746.33,conventional,2016,4,Winter,1,SouthCentral
47,1/31/2016,1.02,3318109.53,1774273.7,625042.37,15260.7,903532.76,485345.67,418187.09,0,conventional,2016,4,Winter,1,Southeast
47,1/31/2016,0.85,6331953.73,2168765.69,1735400.35,186797.28,2240990.41,1438474.3,781447.29,21068.82,conventional,2016,4,Winter,1,West
47,1/31/2016,1.45,89574.32,8791.51,58433.15,0,22349.66,6581.99,15767.67,0,organic,2016,4,Winter,1,GreatLakes
47,1/31/2016,1.47,71803.09,3066.15,32965.47,2377.52,33393.95,11815.33,21578.62,0,organic,2016,4,Winter,1,Midsouth
47,1/31/2016,1.73,87698.15,3604.81,14831.14,1124.05,68138.15,34162.83,33975.32,0,organic,2016,4,Winter,1,Northeast
47,1/31/2016,1.65,9140.79,2.48,154.07,0,8984.24,8984.24,0,0,organic,2016,4,Winter,1,NorthernNewEngland
47,1/31/2016,1.55,40874.22,3229.22,17774.39,1427.09,18443.52,9100.27,9343.25,0,organic,2016,4,Winter,1,Plains
47,1/31/2016,1.41,69115.72,29502.87,4582.19,2.77,35027.89,34397.13,630.76,0,organic,2016,4,Winter,1,SouthCentral
47,1/31/2016,1.63,41361.94,16328.26,6860.8,379.04,17793.84,16603.66,1190.18,0,organic,2016,4,Winter,1,Southeast
47,1/31/2016,1.23,216330.45,26543.86,55055.64,81.03,134649.92,46628.66,88021.26,0,organic,2016,4,Winter,1,West
46,2/7/2016,0.85,4865296.26,652666.36,2644419.02,704466.56,863744.32,516542.03,238503.11,108699.18,conventional,2016,4,Winter,2,GreatLakes
46,2/7/2016,0.91,4131614.84,867821.71,2164456.6,220032.02,879304.51,712463.41,162491.57,4349.53,conventional,2016,4,Winter,2,Midsouth
46,2/7/2016,1.03,5919226.12,125570.46,4290645.89,59775.41,1443234.36,1369646.25,73584.63,3.48,conventional,2016,4,Winter,2,Northeast
46,2/7/2016,0.97,605846.78,3738.02,531499.59,16922.98,53686.19,51858.11,1828.08,0,conventional,2016,4,Winter,2,NorthernNewEngland
46,2/7/2016,0.83,2838853.24,1206795.22,1165322.88,29501.59,437233.55,373119.34,62700.76,1413.45,conventional,2016,4,Winter,2,Plains
46,2/7/2016,0.7,7606351.8,3823016,1930304.29,804558.25,1048473.26,756322.54,197394.7,94756.02,conventional,2016,4,Winter,2,SouthCentral
46,2/7/2016,0.62,6847218.72,3614202.25,1364491.37,22097.49,1846427.61,740216.91,1106150.27,60.43,conventional,2016,4,Winter,2,Southeast
46,2/7/2016,0.69,9718438.84,3353158.49,2960080.17,281618.2,3123581.98,1921219.6,1187478.3,14884.08,conventional,2016,4,Winter,2,West
46,2/7/2016,1.41,94983.64,9750.65,64417.17,9.18,20806.64,6395.71,14410.93,0,organic,2016,4,Winter,2,GreatLakes
46,2/7/2016,1.52,70234.9,2936.84,33647.52,2422.38,31228.16,14107.98,17120.18,0,organic,2016,4,Winter,2,Midsouth
46,2/7/2016,1.9,96595.25,7260.63,23222.81,1329.99,64781.82,38548.58,26233.24,0,organic,2016,4,Winter,2,Northeast
46,2/7/2016,1.67,9790.85,6.24,200.89,0,9583.72,9583.72,0,0,organic,2016,4,Winter,2,NorthernNewEngland
46,2/7/2016,1.57,37624.17,3285.43,17837.59,3581.64,12919.51,8836.54,4082.97,0,organic,2016,4,Winter,2,Plains
46,2/7/2016,1.35,69236.98,28638.16,4956.5,0,35642.32,33200.13,2442.19,0,organic,2016,4,Winter,2,SouthCentral
46,2/7/2016,1.61,36963.31,13154.94,7667.79,504.48,15636.1,14354.53,1281.57,0,organic,2016,4,Winter,2,Southeast
46,2/7/2016,1.22,196570.63,23296.91,54945.8,102.18,118225.74,52341.87,65883.87,0,organic,2016,4,Winter,2,West
45,2/14/2016,0.96,3386951.48,502690.77,1784879.1,352376.13,747005.48,499432.73,216563.12,31009.63,conventional,2016,4,Winter,2,GreatLakes
45,2/14/2016,0.99,3173460.24,654357.46,1639480.98,144264.21,735357.59,620880.86,113431.73,1045,conventional,2016,4,Winter,2,Midsouth
45,2/14/2016,1.08,4959257.88,121413.01,3553331.27,129490.05,1155023.55,1047179.93,107841.88,1.74,conventional,2016,4,Winter,2,Northeast
45,2/14/2016,0.99,456439.67,4686.98,316152.87,41374.9,94224.92,91688.51,2536.41,0,conventional,2016,4,Winter,2,NorthernNewEngland
45,2/14/2016,0.97,1790822.72,869882.86,525736.46,20578.05,374625.35,340809.47,32439.63,1376.25,conventional,2016,4,Winter,2,Plains
45,2/14/2016,0.7,6349601.68,3382976.58,1416070.96,718463.59,832090.55,662650.24,147944.33,21495.98,conventional,2016,4,Winter,2,SouthCentral
45,2/14/2016,0.98,3234338.23,1737634.8,613313.92,12099.24,871290.27,499341.01,371949.26,0,conventional,2016,4,Winter,2,Southeast
45,2/14/2016,0.78,6774726.47,2645973.11,1680248.49,155260.97,2293243.9,1225073.29,1064255.94,3914.67,conventional,2016,4,Winter,2,West
45,2/14/2016,1.34,100217.44,9506.17,61569.33,0,29141.94,9377.96,19763.98,0,organic,2016,4,Winter,2,GreatLakes
45,2/14/2016,1.52,66026.03,2939.06,32755.22,1927.84,28403.91,16485.43,11918.48,0,organic,2016,4,Winter,2,Midsouth
45,2/14/2016,1.95,83662.7,7156.24,19172.81,1054.63,56279.02,44768.7,11510.32,0,organic,2016,4,Winter,2,Northeast
45,2/14/2016,1.66,10158.92,5.01,169.07,0,9984.84,9984.84,0,0,organic,2016,4,Winter,2,NorthernNewEngland
45,2/14/2016,1.68,36769.77,4150.81,17198.57,3353.47,12066.92,7771.32,4295.6,0,organic,2016,4,Winter,2,Plains
45,2/14/2016,1.31,75226.48,25976.29,6077.93,0,43172.26,33318.79,9853.47,0,organic,2016,4,Winter,2,SouthCentral
45,2/14/2016,1.57,39730.5,14094.73,7433.77,388.89,17813.11,15792.13,2020.98,0,organic,2016,4,Winter,2,Southeast
45,2/14/2016,1.07,292307.61,27729.22,74888.46,133.74,189556.19,25453.95,164102.24,0,organic,2016,4,Winter,2,West
44,2/21/2016,1.07,2837626.92,339775.05,1566426.52,295941.81,635483.54,453590.22,163400.48,18492.84,conventional,2016,4,Winter,2,GreatLakes
44,2/21/2016,1.06,2747176.06,539072.29,1378970.85,141965.35,687167.57,586732.16,99759.98,675.43,conventional,2016,4,Winter,2,Midsouth
44,2/21/2016,1.21,3948234.94,94936.43,2707199.74,84110.32,1061988.45,984377.9,77610.55,0,conventional,2016,4,Winter,2,Northeast
44,2/21/2016,1.16,380427.08,3997.91,278339.49,26089.16,72000.52,70056.97,1943.55,0,conventional,2016,4,Winter,2,NorthernNewEngland
